,gene1,gene2,combined_score
1622,ENSG00000289393,ENSG00000174780,1
1623,ENSG00000174780,ENSG00000289393,1
1624,ENSG00000251010,ENSG00000250673,1
1625,ENSG00000250673,ENSG00000251010,1
1626,ENSG00000134962,ENSG00000121897,1
1627,ENSG00000121897,ENSG00000134962,1
1628,ENSG00000134962,ENSG00000163682,1
1629,ENSG00000163682,ENSG00000134962,1
1630,ENSG00000121897,ENSG00000163682,1
1631,ENSG00000163682,ENSG00000121897,1
1632,ENSG00000241923,ENSG00000196951,1
1633,ENSG00000196951,ENSG00000241923,1
1634,ENSG00000109511,ENSG00000287188,1
1635,ENSG00000287188,ENSG00000109511,1
1636,ENSG00000138684,ENSG00000227145,1
1637,ENSG00000227145,ENSG00000138684,1
1638,ENSG00000249488,ENSG00000283219,1
1639,ENSG00000283219,ENSG00000249488,1
1640,ENSG00000138744,ENSG00000156194,1
1641,ENSG00000156194,ENSG00000138744,1
1642,ENSG00000178950,ENSG00000127419,1
1643,ENSG00000127419,ENSG00000178950,1
1644,ENSG00000199169,ENSG00000199145,1
1645,ENSG00000199145,ENSG00000199169,1
1646,ENSG00000199169,ENSG00000207927,1
1647,ENSG00000207927,ENSG00000199169,1
1648,ENSG00000199169,ENSG00000199102,1
1649,ENSG00000199102,ENSG00000199169,1
1650,ENSG00000199169,ENSG00000284463,1
1651,ENSG00000284463,ENSG00000199169,1
1652,ENSG00000199169,ENSG00000138658,1
1653,ENSG00000138658,ENSG00000199169,1
1654,ENSG00000199169,ENSG00000174720,1
1655,ENSG00000174720,ENSG00000199169,1
1656,ENSG00000199169,ENSG00000249532,1
1657,ENSG00000249532,ENSG00000199169,1
1658,ENSG00000199145,ENSG00000207927,1
1659,ENSG00000207927,ENSG00000199145,1
1660,ENSG00000199145,ENSG00000199102,1
1661,ENSG00000199102,ENSG00000199145,1
1662,ENSG00000199145,ENSG00000284463,1
1663,ENSG00000284463,ENSG00000199145,1
1664,ENSG00000199145,ENSG00000138658,1
1665,ENSG00000138658,ENSG00000199145,1
1666,ENSG00000199145,ENSG00000174720,1
1667,ENSG00000174720,ENSG00000199145,1
1668,ENSG00000199145,ENSG00000249532,1
1669,ENSG00000249532,ENSG00000199145,1
1670,ENSG00000207927,ENSG00000199102,1
1671,ENSG00000199102,ENSG00000207927,1
1672,ENSG00000207927,ENSG00000284463,1
1673,ENSG00000284463,ENSG00000207927,1
1674,ENSG00000207927,ENSG00000138658,1
1675,ENSG00000138658,ENSG00000207927,1
1676,ENSG00000207927,ENSG00000174720,1
1677,ENSG00000174720,ENSG00000207927,1
1678,ENSG00000207927,ENSG00000249532,1
1679,ENSG00000249532,ENSG00000207927,1
1680,ENSG00000199102,ENSG00000284463,1
1681,ENSG00000284463,ENSG00000199102,1
1682,ENSG00000199102,ENSG00000138658,1
1683,ENSG00000138658,ENSG00000199102,1
1684,ENSG00000199102,ENSG00000174720,1
1685,ENSG00000174720,ENSG00000199102,1
1686,ENSG00000199102,ENSG00000249532,1
1687,ENSG00000249532,ENSG00000199102,1
1688,ENSG00000284463,ENSG00000138658,1
1689,ENSG00000138658,ENSG00000284463,1
1690,ENSG00000284463,ENSG00000174720,1
1691,ENSG00000174720,ENSG00000284463,1
1692,ENSG00000284463,ENSG00000249532,1
1693,ENSG00000249532,ENSG00000284463,1
1694,ENSG00000138658,ENSG00000174720,1
1695,ENSG00000174720,ENSG00000138658,1
1696,ENSG00000138658,ENSG00000249532,1
1697,ENSG00000249532,ENSG00000138658,1
1698,ENSG00000174720,ENSG00000249532,1
1699,ENSG00000249532,ENSG00000174720,1
1700,ENSG00000109511,ENSG00000287188,1
1701,ENSG00000287188,ENSG00000109511,1
1702,ENSG00000286089,ENSG00000168421,1
1703,ENSG00000168421,ENSG00000286089,1
1704,ENSG00000164104,ENSG00000288728,1
1705,ENSG00000288728,ENSG00000164104,1
1706,ENSG00000109814,ENSG00000249348,1
1707,ENSG00000249348,ENSG00000109814,1
1708,ENSG00000138802,ENSG00000247950,1
1709,ENSG00000247950,ENSG00000138802,1
1710,ENSG00000138658,ENSG00000174720,1
1711,ENSG00000174720,ENSG00000138658,1
1712,ENSG00000249252,ENSG00000247624,1
1713,ENSG00000247624,ENSG00000249252,1
1714,ENSG00000249252,ENSG00000137449,1
1715,ENSG00000137449,ENSG00000249252,1
1716,ENSG00000247624,ENSG00000137449,1
1717,ENSG00000137449,ENSG00000247624,1
1718,ENSG00000171503,ENSG00000271817,1
1719,ENSG00000271817,ENSG00000171503,1
1720,ENSG00000171503,ENSG00000171497,1
1721,ENSG00000171497,ENSG00000171503,1
1722,ENSG00000271817,ENSG00000171497,1
1723,ENSG00000171497,ENSG00000271817,1
1724,ENSG00000273179,ENSG00000159674,1
1725,ENSG00000159674,ENSG00000273179,1
1726,ENSG00000241923,ENSG00000196951,1
1727,ENSG00000196951,ENSG00000241923,1
1728,ENSG00000109654,ENSG00000121211,1
1729,ENSG00000121211,ENSG00000109654,1
1730,ENSG00000222230,ENSG00000174123,1
1731,ENSG00000174123,ENSG00000222230,1
1732,ENSG00000287542,ENSG00000145337,1
1733,ENSG00000145337,ENSG00000287542,1
1734,ENSG00000287542,ENSG00000255072,1
1735,ENSG00000255072,ENSG00000287542,1
1736,ENSG00000287542,ENSG00000285122,1
1737,ENSG00000285122,ENSG00000287542,1
1738,ENSG00000287542,ENSG00000249755,1
1739,ENSG00000249755,ENSG00000287542,1
1740,ENSG00000145337,ENSG00000255072,1
1741,ENSG00000255072,ENSG00000145337,1
1742,ENSG00000145337,ENSG00000285122,1
1743,ENSG00000285122,ENSG00000145337,1
1744,ENSG00000145337,ENSG00000249755,1
1745,ENSG00000249755,ENSG00000145337,1
1746,ENSG00000255072,ENSG00000285122,1
1747,ENSG00000285122,ENSG00000255072,1
1748,ENSG00000255072,ENSG00000249755,1
1749,ENSG00000249755,ENSG00000255072,1
1750,ENSG00000285122,ENSG00000249755,1
1751,ENSG00000249755,ENSG00000285122,1
1752,ENSG00000249502,ENSG00000002549,1
1753,ENSG00000002549,ENSG00000249502,1
1754,ENSG00000251259,ENSG00000168769,1
1755,ENSG00000168769,ENSG00000251259,1
1756,ENSG00000270426,ENSG00000271646,1
1757,ENSG00000271646,ENSG00000270426,1
1758,ENSG00000270426,ENSG00000286292,1
1759,ENSG00000286292,ENSG00000270426,1
1760,ENSG00000270426,ENSG00000168310,1
1761,ENSG00000168310,ENSG00000270426,1
1762,ENSG00000271646,ENSG00000286292,1
1763,ENSG00000286292,ENSG00000271646,1
1764,ENSG00000271646,ENSG00000168310,1
1765,ENSG00000168310,ENSG00000271646,1
1766,ENSG00000286292,ENSG00000168310,1
1767,ENSG00000168310,ENSG00000286292,1
1768,ENSG00000214559,ENSG00000138698,1
1769,ENSG00000138698,ENSG00000214559,1
1770,ENSG00000214559,ENSG00000289532,1
1771,ENSG00000289532,ENSG00000214559,1
1772,ENSG00000138698,ENSG00000289532,1
1773,ENSG00000289532,ENSG00000138698,1
1774,ENSG00000249592,ENSG00000168993,1
1775,ENSG00000168993,ENSG00000249592,1
1776,ENSG00000249592,ENSG00000289983,1
1777,ENSG00000289983,ENSG00000249592,1
1778,ENSG00000168993,ENSG00000289983,1
1779,ENSG00000289983,ENSG00000168993,1
1780,ENSG00000138802,ENSG00000247950,1
1781,ENSG00000247950,ENSG00000138802,1
1782,ENSG00000248188,ENSG00000109743,1
1783,ENSG00000109743,ENSG00000248188,1
1784,ENSG00000248188,ENSG00000214846,1
1785,ENSG00000214846,ENSG00000248188,1
1786,ENSG00000109743,ENSG00000214846,1
1787,ENSG00000214846,ENSG00000109743,1
1788,ENSG00000109654,ENSG00000288637,1
1789,ENSG00000288637,ENSG00000109654,1
1790,ENSG00000250781,ENSG00000289643,1
1791,ENSG00000289643,ENSG00000250781,1
1792,ENSG00000249241,ENSG00000174343,1
1793,ENSG00000174343,ENSG00000249241,1
1794,ENSG00000109625,ENSG00000155269,1
1795,ENSG00000155269,ENSG00000109625,1
1796,ENSG00000222230,ENSG00000174123,1
1797,ENSG00000174123,ENSG00000222230,1
1798,ENSG00000164096,ENSG00000145384,1
1799,ENSG00000145384,ENSG00000164096,1
1800,ENSG00000164323,ENSG00000109762,1
1801,ENSG00000109762,ENSG00000164323,1
1802,ENSG00000252975,ENSG00000249019,1
1803,ENSG00000249019,ENSG00000252975,1
1804,ENSG00000251652,ENSG00000293496,1
1805,ENSG00000293496,ENSG00000251652,1
1806,ENSG00000145331,ENSG00000138823,1
1807,ENSG00000138823,ENSG00000145331,1
1808,ENSG00000145439,ENSG00000201818,1
1809,ENSG00000201818,ENSG00000145439,1
1810,ENSG00000145439,ENSG00000251445,1
1811,ENSG00000251445,ENSG00000145439,1
1812,ENSG00000201818,ENSG00000251445,1
1813,ENSG00000251445,ENSG00000201818,1
1814,ENSG00000248340,ENSG00000109689,1
1815,ENSG00000109689,ENSG00000248340,1
1816,ENSG00000248340,ENSG00000240005,1
1817,ENSG00000240005,ENSG00000248340,1
1818,ENSG00000109689,ENSG00000240005,1
1819,ENSG00000240005,ENSG00000109689,1
1820,ENSG00000229009,ENSG00000290400,1
1821,ENSG00000290400,ENSG00000229009,1
1822,ENSG00000138802,ENSG00000247950,1
1823,ENSG00000247950,ENSG00000138802,1
1824,ENSG00000251010,ENSG00000250673,1
1825,ENSG00000250673,ENSG00000251010,1
1826,ENSG00000285458,ENSG00000284968,1
1827,ENSG00000284968,ENSG00000285458,1
1828,ENSG00000285458,ENSG00000235043,1
1829,ENSG00000235043,ENSG00000285458,1
1830,ENSG00000285458,ENSG00000172493,1
1831,ENSG00000172493,ENSG00000285458,1
1832,ENSG00000284968,ENSG00000235043,1
1833,ENSG00000235043,ENSG00000284968,1
1834,ENSG00000284968,ENSG00000172493,1
1835,ENSG00000172493,ENSG00000284968,1
1836,ENSG00000235043,ENSG00000172493,1
1837,ENSG00000172493,ENSG00000235043,1
1838,ENSG00000285458,ENSG00000284968,1
1839,ENSG00000284968,ENSG00000285458,1
1840,ENSG00000285458,ENSG00000172493,1
1841,ENSG00000172493,ENSG00000285458,1
1842,ENSG00000284968,ENSG00000172493,1
1843,ENSG00000172493,ENSG00000284968,1
1844,ENSG00000163644,ENSG00000200469,1
1845,ENSG00000200469,ENSG00000163644,1
1846,ENSG00000163644,ENSG00000246375,1
1847,ENSG00000246375,ENSG00000163644,1
1848,ENSG00000200469,ENSG00000246375,1
1849,ENSG00000246375,ENSG00000200469,1
1850,ENSG00000154274,ENSG00000288073,1
1851,ENSG00000288073,ENSG00000154274,1
1852,ENSG00000145331,ENSG00000138823,1
1853,ENSG00000138823,ENSG00000145331,1
1854,ENSG00000164124,ENSG00000286558,1
1855,ENSG00000286558,ENSG00000164124,1
1856,ENSG00000164124,ENSG00000293013,1
1857,ENSG00000293013,ENSG00000164124,1
1858,ENSG00000286558,ENSG00000293013,1
1859,ENSG00000293013,ENSG00000286558,1
1860,ENSG00000283313,ENSG00000132463,1
1861,ENSG00000132463,ENSG00000283313,1
1862,ENSG00000186234,ENSG00000251087,1
1863,ENSG00000251087,ENSG00000186234,1
1864,ENSG00000138668,ENSG00000272677,1
1865,ENSG00000272677,ENSG00000138668,1
1866,ENSG00000138684,ENSG00000227145,1
1867,ENSG00000227145,ENSG00000138684,1
1868,ENSG00000249494,ENSG00000250678,1
1869,ENSG00000250678,ENSG00000249494,1
1870,ENSG00000249494,ENSG00000250928,1
1871,ENSG00000250928,ENSG00000249494,1
1872,ENSG00000249494,ENSG00000223179,1
1873,ENSG00000223179,ENSG00000249494,1
1874,ENSG00000250678,ENSG00000250928,1
1875,ENSG00000250928,ENSG00000250678,1
1876,ENSG00000250678,ENSG00000223179,1
1877,ENSG00000223179,ENSG00000250678,1
1878,ENSG00000250928,ENSG00000223179,1
1879,ENSG00000223179,ENSG00000250928,1
1880,ENSG00000113732,ENSG00000254328,1
1881,ENSG00000254328,ENSG00000113732,1
1882,ENSG00000249738,ENSG00000221601,1
1883,ENSG00000221601,ENSG00000249738,1
1884,ENSG00000249738,ENSG00000113302,1
1885,ENSG00000113302,ENSG00000249738,1
1886,ENSG00000221601,ENSG00000113302,1
1887,ENSG00000113302,ENSG00000221601,1
1888,ENSG00000253792,ENSG00000253673,1
1889,ENSG00000253673,ENSG00000253792,1
1890,ENSG00000112983,ENSG00000094880,1
1891,ENSG00000094880,ENSG00000112983,1
1892,ENSG00000112983,ENSG00000112984,1
1893,ENSG00000112984,ENSG00000112983,1
1894,ENSG00000094880,ENSG00000112984,1
1895,ENSG00000112984,ENSG00000094880,1
1896,ENSG00000113263,ENSG00000135077,1
1897,ENSG00000135077,ENSG00000113263,1
1898,ENSG00000175745,ENSG00000289274,1
1899,ENSG00000289274,ENSG00000175745,1
1900,ENSG00000175745,ENSG00000237187,1
1901,ENSG00000237187,ENSG00000175745,1
1902,ENSG00000289274,ENSG00000237187,1
1903,ENSG00000237187,ENSG00000289274,1
1904,ENSG00000249167,ENSG00000092421,1
1905,ENSG00000092421,ENSG00000249167,1
1906,ENSG00000287862,ENSG00000289462,1
1907,ENSG00000289462,ENSG00000287862,1
1908,ENSG00000287862,ENSG00000289184,1
1909,ENSG00000289184,ENSG00000287862,1
1910,ENSG00000289462,ENSG00000289184,1
1911,ENSG00000289184,ENSG00000289462,1
1912,ENSG00000156475,ENSG00000286468,1
1913,ENSG00000286468,ENSG00000156475,1
1914,ENSG00000224282,ENSG00000252373,1
1915,ENSG00000252373,ENSG00000224282,1
1916,ENSG00000134058,ENSG00000134056,1
1917,ENSG00000134056,ENSG00000134058,1
1918,ENSG00000250362,ENSG00000236882,1
1919,ENSG00000236882,ENSG00000250362,1
1920,ENSG00000250362,ENSG00000251409,1
1921,ENSG00000251409,ENSG00000250362,1
1922,ENSG00000236882,ENSG00000251409,1
1923,ENSG00000251409,ENSG00000236882,1
1924,ENSG00000175745,ENSG00000289274,1
1925,ENSG00000289274,ENSG00000175745,1
1926,ENSG00000175745,ENSG00000237187,1
1927,ENSG00000237187,ENSG00000175745,1
1928,ENSG00000289274,ENSG00000237187,1
1929,ENSG00000237187,ENSG00000289274,1
1930,ENSG00000113552,ENSG00000013561,1
1931,ENSG00000013561,ENSG00000113552,1
1932,ENSG00000164237,ENSG00000252341,1
1933,ENSG00000252341,ENSG00000164237,1
1934,ENSG00000248918,ENSG00000250360,1
1935,ENSG00000250360,ENSG00000248918,1
1936,ENSG00000248918,ENSG00000251573,1
1937,ENSG00000251573,ENSG00000248918,1
1938,ENSG00000250360,ENSG00000251573,1
1939,ENSG00000251573,ENSG00000250360,1
1940,ENSG00000168916,ENSG00000251456,1
1941,ENSG00000251456,ENSG00000168916,1
1942,ENSG00000250955,ENSG00000213716,1
1943,ENSG00000213716,ENSG00000250955,1
1944,ENSG00000250955,ENSG00000118985,1
1945,ENSG00000118985,ENSG00000250955,1
1946,ENSG00000250955,ENSG00000251314,1
1947,ENSG00000251314,ENSG00000250955,1
1948,ENSG00000213716,ENSG00000118985,1
1949,ENSG00000118985,ENSG00000213716,1
1950,ENSG00000213716,ENSG00000251314,1
1951,ENSG00000251314,ENSG00000213716,1
1952,ENSG00000118985,ENSG00000251314,1
1953,ENSG00000251314,ENSG00000118985,1
1954,ENSG00000177733,ENSG00000287067,1
1955,ENSG00000287067,ENSG00000177733,1
1956,ENSG00000177733,ENSG00000293261,1
1957,ENSG00000293261,ENSG00000177733,1
1958,ENSG00000287067,ENSG00000293261,1
1959,ENSG00000293261,ENSG00000287067,1
1960,ENSG00000249494,ENSG00000250678,1
1961,ENSG00000250678,ENSG00000249494,1
1962,ENSG00000249494,ENSG00000250928,1
1963,ENSG00000250928,ENSG00000249494,1
1964,ENSG00000249494,ENSG00000223179,1
1965,ENSG00000223179,ENSG00000249494,1
1966,ENSG00000250678,ENSG00000250928,1
1967,ENSG00000250928,ENSG00000250678,1
1968,ENSG00000250678,ENSG00000223179,1
1969,ENSG00000223179,ENSG00000250678,1
1970,ENSG00000250928,ENSG00000223179,1
1971,ENSG00000223179,ENSG00000250928,1
1972,ENSG00000249236,ENSG00000134352,1
1973,ENSG00000134352,ENSG00000249236,1
1974,ENSG00000249236,ENSG00000227908,1
1975,ENSG00000227908,ENSG00000249236,1
1976,ENSG00000134352,ENSG00000227908,1
1977,ENSG00000227908,ENSG00000134352,1
1978,ENSG00000188725,ENSG00000251279,1
1979,ENSG00000251279,ENSG00000188725,1
1980,ENSG00000248559,ENSG00000237190,1
1981,ENSG00000237190,ENSG00000248559,1
1982,ENSG00000248559,ENSG00000243648,1
1983,ENSG00000243648,ENSG00000248559,1
1984,ENSG00000237190,ENSG00000243648,1
1985,ENSG00000243648,ENSG00000237190,1
1986,ENSG00000250539,ENSG00000168944,1
1987,ENSG00000168944,ENSG00000250539,1
1988,ENSG00000037474,ENSG00000145545,1
1989,ENSG00000145545,ENSG00000037474,1
1990,ENSG00000153922,ENSG00000248489,1
1991,ENSG00000248489,ENSG00000153922,1
1992,ENSG00000145868,ENSG00000251330,1
1993,ENSG00000251330,ENSG00000145868,1
1994,ENSG00000145868,ENSG00000164270,1
1995,ENSG00000164270,ENSG00000145868,1
1996,ENSG00000251330,ENSG00000164270,1
1997,ENSG00000164270,ENSG00000251330,1
1998,ENSG00000113558,ENSG00000113575,1
1999,ENSG00000113575,ENSG00000113558,1
2000,ENSG00000113558,ENSG00000273345,1
2001,ENSG00000273345,ENSG00000113558,1
2002,ENSG00000113575,ENSG00000273345,1
2003,ENSG00000273345,ENSG00000113575,1
2004,ENSG00000155545,ENSG00000225230,1
2005,ENSG00000225230,ENSG00000155545,1
2006,ENSG00000155545,ENSG00000155542,1
2007,ENSG00000155542,ENSG00000155545,1
2008,ENSG00000225230,ENSG00000155542,1
2009,ENSG00000155542,ENSG00000225230,1
2010,ENSG00000120318,ENSG00000289478,1
2011,ENSG00000289478,ENSG00000120318,1
2012,ENSG00000273217,ENSG00000275939,1
2013,ENSG00000275939,ENSG00000273217,1
2014,ENSG00000027847,ENSG00000291283,1
2015,ENSG00000291283,ENSG00000027847,1
2016,ENSG00000027847,ENSG00000247679,1
2017,ENSG00000247679,ENSG00000027847,1
2018,ENSG00000291283,ENSG00000247679,1
2019,ENSG00000247679,ENSG00000291283,1
2020,ENSG00000249249,ENSG00000251201,1
2021,ENSG00000251201,ENSG00000249249,1
2022,ENSG00000152380,ENSG00000039319,1
2023,ENSG00000039319,ENSG00000152380,1
2024,ENSG00000152380,ENSG00000249042,1
2025,ENSG00000249042,ENSG00000152380,1
2026,ENSG00000039319,ENSG00000249042,1
2027,ENSG00000249042,ENSG00000039319,1
2028,ENSG00000249491,ENSG00000248234,1
2029,ENSG00000248234,ENSG00000249491,1
2030,ENSG00000238363,ENSG00000224032,1
2031,ENSG00000224032,ENSG00000238363,1
2032,ENSG00000253846,ENSG00000254122,1
2033,ENSG00000254122,ENSG00000253846,1
2034,ENSG00000043462,ENSG00000234511,1
2035,ENSG00000234511,ENSG00000043462,1
2036,ENSG00000113163,ENSG00000122008,1
2037,ENSG00000122008,ENSG00000113163,1
2038,ENSG00000249491,ENSG00000248234,1
2039,ENSG00000248234,ENSG00000249491,1
2040,ENSG00000253846,ENSG00000254122,1
2041,ENSG00000254122,ENSG00000253846,1
2042,ENSG00000253785,ENSG00000113732,1
2043,ENSG00000113732,ENSG00000253785,1
2044,ENSG00000253785,ENSG00000254328,1
2045,ENSG00000254328,ENSG00000253785,1
2046,ENSG00000113732,ENSG00000254328,1
2047,ENSG00000254328,ENSG00000113732,1
2048,ENSG00000249167,ENSG00000092421,1
2049,ENSG00000092421,ENSG00000249167,1
2050,ENSG00000112877,ENSG00000171368,1
2051,ENSG00000171368,ENSG00000112877,1
2052,ENSG00000225230,ENSG00000155542,1
2053,ENSG00000155542,ENSG00000225230,1
2054,ENSG00000134352,ENSG00000227908,1
2055,ENSG00000227908,ENSG00000134352,1
2056,ENSG00000213316,ENSG00000161013,1
2057,ENSG00000161013,ENSG00000213316,1
2058,ENSG00000213316,ENSG00000221394,1
2059,ENSG00000221394,ENSG00000213316,1
2060,ENSG00000161013,ENSG00000221394,1
2061,ENSG00000221394,ENSG00000161013,1
2062,ENSG00000255833,ENSG00000249639,1
2063,ENSG00000249639,ENSG00000255833,1
2064,ENSG00000145782,ENSG00000177879,1
2065,ENSG00000177879,ENSG00000145782,1
2066,ENSG00000249888,ENSG00000247763,1
2067,ENSG00000247763,ENSG00000249888,1
2068,ENSG00000131507,ENSG00000280047,1
2069,ENSG00000280047,ENSG00000131507,1
2070,ENSG00000131507,ENSG00000289306,1
2071,ENSG00000289306,ENSG00000131507,1
2072,ENSG00000280047,ENSG00000289306,1
2073,ENSG00000289306,ENSG00000280047,1
2074,ENSG00000239642,ENSG00000281938,1
2075,ENSG00000281938,ENSG00000239642,1
2076,ENSG00000188725,ENSG00000164182,1
2077,ENSG00000164182,ENSG00000188725,1
2078,ENSG00000188725,ENSG00000251279,1
2079,ENSG00000251279,ENSG00000188725,1
2080,ENSG00000164182,ENSG00000251279,1
2081,ENSG00000251279,ENSG00000164182,1
2082,ENSG00000145794,ENSG00000286615,1
2083,ENSG00000286615,ENSG00000145794,1
2084,ENSG00000134970,ENSG00000251201,1
2085,ENSG00000251201,ENSG00000134970,1
2086,ENSG00000113161,ENSG00000242198,1
2087,ENSG00000242198,ENSG00000113161,1
2088,ENSG00000113161,ENSG00000113163,1
2089,ENSG00000113163,ENSG00000113161,1
2090,ENSG00000242198,ENSG00000113163,1
2091,ENSG00000113163,ENSG00000242198,1
2092,ENSG00000113407,ENSG00000249572,1
2093,ENSG00000249572,ENSG00000113407,1
2094,ENSG00000145536,ENSG00000250866,1
2095,ENSG00000250866,ENSG00000145536,1
2096,ENSG00000145536,ENSG00000250579,1
2097,ENSG00000250579,ENSG00000145536,1
2098,ENSG00000250866,ENSG00000250579,1
2099,ENSG00000250579,ENSG00000250866,1
2100,ENSG00000253109,ENSG00000170091,1
2101,ENSG00000170091,ENSG00000253109,1
2102,ENSG00000251616,ENSG00000170606,1
2103,ENSG00000170606,ENSG00000251616,1
2104,ENSG00000285703,ENSG00000278332,1
2105,ENSG00000278332,ENSG00000285703,1
2106,ENSG00000285703,ENSG00000270666,1
2107,ENSG00000270666,ENSG00000285703,1
2108,ENSG00000285703,ENSG00000218347,1
2109,ENSG00000218347,ENSG00000285703,1
2110,ENSG00000278332,ENSG00000270666,1
2111,ENSG00000270666,ENSG00000278332,1
2112,ENSG00000278332,ENSG00000218347,1
2113,ENSG00000218347,ENSG00000278332,1
2114,ENSG00000270666,ENSG00000218347,1
2115,ENSG00000218347,ENSG00000270666,1
2116,ENSG00000283064,ENSG00000274290,1
2117,ENSG00000274290,ENSG00000283064,1
2118,ENSG00000283064,ENSG00000158373,1
2119,ENSG00000158373,ENSG00000283064,1
2120,ENSG00000274290,ENSG00000158373,1
2121,ENSG00000158373,ENSG00000274290,1
2122,ENSG00000204228,ENSG00000199036,1
2123,ENSG00000199036,ENSG00000204228,1
2124,ENSG00000204228,ENSG00000204227,1
2125,ENSG00000204227,ENSG00000204228,1
2126,ENSG00000204228,ENSG00000288751,1
2127,ENSG00000288751,ENSG00000204228,1
2128,ENSG00000199036,ENSG00000204227,1
2129,ENSG00000204227,ENSG00000199036,1
2130,ENSG00000199036,ENSG00000288751,1
2131,ENSG00000288751,ENSG00000199036,1
2132,ENSG00000204227,ENSG00000288751,1
2133,ENSG00000288751,ENSG00000204227,1
2134,ENSG00000199094,ENSG00000279289,1
2135,ENSG00000279289,ENSG00000199094,1
2136,ENSG00000009844,ENSG00000135577,1
2137,ENSG00000135577,ENSG00000009844,1
2138,ENSG00000009844,ENSG00000203733,1
2139,ENSG00000203733,ENSG00000009844,1
2140,ENSG00000135577,ENSG00000203733,1
2141,ENSG00000203733,ENSG00000135577,1
2142,ENSG00000279368,ENSG00000261211,1
2143,ENSG00000261211,ENSG00000279368,1
2144,ENSG00000279368,ENSG00000226281,1
2145,ENSG00000226281,ENSG00000279368,1
2146,ENSG00000261211,ENSG00000226281,1
2147,ENSG00000226281,ENSG00000261211,1
2148,ENSG00000112699,ENSG00000054598,1
2149,ENSG00000054598,ENSG00000112699,1
2150,ENSG00000112699,ENSG00000280916,1
2151,ENSG00000280916,ENSG00000112699,1
2152,ENSG00000054598,ENSG00000280916,1
2153,ENSG00000280916,ENSG00000054598,1
2154,ENSG00000137218,ENSG00000124593,1
2155,ENSG00000124593,ENSG00000137218,1
2156,ENSG00000137218,ENSG00000278224,1
2157,ENSG00000278224,ENSG00000137218,1
2158,ENSG00000137218,ENSG00000214736,1
2159,ENSG00000214736,ENSG00000137218,1
2160,ENSG00000137218,ENSG00000164663,1
2161,ENSG00000164663,ENSG00000137218,1
2162,ENSG00000124593,ENSG00000278224,1
2163,ENSG00000278224,ENSG00000124593,1
2164,ENSG00000124593,ENSG00000214736,1
2165,ENSG00000214736,ENSG00000124593,1
2166,ENSG00000124593,ENSG00000164663,1
2167,ENSG00000164663,ENSG00000124593,1
2168,ENSG00000278224,ENSG00000214736,1
2169,ENSG00000214736,ENSG00000278224,1
2170,ENSG00000278224,ENSG00000164663,1
2171,ENSG00000164663,ENSG00000278224,1
2172,ENSG00000214736,ENSG00000164663,1
2173,ENSG00000164663,ENSG00000214736,1
2174,ENSG00000057657,ENSG00000269919,1
2175,ENSG00000269919,ENSG00000057657,1
2176,ENSG00000118420,ENSG00000083097,1
2177,ENSG00000083097,ENSG00000118420,1
2178,ENSG00000271727,ENSG00000271911,1
2179,ENSG00000271911,ENSG00000271727,1
2180,ENSG00000271727,ENSG00000272485,1
2181,ENSG00000272485,ENSG00000271727,1
2182,ENSG00000271911,ENSG00000272485,1
2183,ENSG00000272485,ENSG00000271911,1
2184,ENSG00000137168,ENSG00000198663,1
2185,ENSG00000198663,ENSG00000137168,1
2186,ENSG00000231046,ENSG00000173214,1
2187,ENSG00000173214,ENSG00000231046,1
2188,ENSG00000112578,ENSG00000112576,1
2189,ENSG00000112576,ENSG00000112578,1
2190,ENSG00000204439,ENSG00000227198,1
2191,ENSG00000227198,ENSG00000204439,1
2192,ENSG00000204439,ENSG00000204438,1
2193,ENSG00000204438,ENSG00000204439,1
2194,ENSG00000204439,ENSG00000201207,1
2195,ENSG00000201207,ENSG00000204439,1
2196,ENSG00000204439,ENSG00000263020,1
2197,ENSG00000263020,ENSG00000204439,1
2198,ENSG00000204439,ENSG00000204435,1
2199,ENSG00000204435,ENSG00000204439,1
2200,ENSG00000204439,ENSG00000240053,1
2201,ENSG00000240053,ENSG00000204439,1
2202,ENSG00000227198,ENSG00000204438,1
2203,ENSG00000204438,ENSG00000227198,1
2204,ENSG00000227198,ENSG00000201207,1
2205,ENSG00000201207,ENSG00000227198,1
2206,ENSG00000227198,ENSG00000263020,1
2207,ENSG00000263020,ENSG00000227198,1
2208,ENSG00000227198,ENSG00000204435,1
2209,ENSG00000204435,ENSG00000227198,1
2210,ENSG00000227198,ENSG00000240053,1
2211,ENSG00000240053,ENSG00000227198,1
2212,ENSG00000204438,ENSG00000201207,1
2213,ENSG00000201207,ENSG00000204438,1
2214,ENSG00000204438,ENSG00000263020,1
2215,ENSG00000263020,ENSG00000204438,1
2216,ENSG00000204438,ENSG00000204435,1
2217,ENSG00000204435,ENSG00000204438,1
2218,ENSG00000204438,ENSG00000240053,1
2219,ENSG00000240053,ENSG00000204438,1
2220,ENSG00000201207,ENSG00000263020,1
2221,ENSG00000263020,ENSG00000201207,1
2222,ENSG00000201207,ENSG00000204435,1
2223,ENSG00000204435,ENSG00000201207,1
2224,ENSG00000201207,ENSG00000240053,1
2225,ENSG00000240053,ENSG00000201207,1
2226,ENSG00000263020,ENSG00000204435,1
2227,ENSG00000204435,ENSG00000263020,1
2228,ENSG00000263020,ENSG00000240053,1
2229,ENSG00000240053,ENSG00000263020,1
