,gene1,gene2,combined_score
3804,ENSG00000274589,ENSG00000289499,1
3805,ENSG00000289499,ENSG00000274589,1
3806,ENSG00000176102,ENSG00000247151,1
3807,ENSG00000247151,ENSG00000176102,1
3808,ENSG00000166266,ENSG00000255467,1
3809,ENSG00000255467,ENSG00000166266,1
3810,ENSG00000166266,ENSG00000075239,1
3811,ENSG00000075239,ENSG00000166266,1
3812,ENSG00000255467,ENSG00000075239,1
3813,ENSG00000075239,ENSG00000255467,1
3814,ENSG00000176102,ENSG00000247151,1
3815,ENSG00000247151,ENSG00000176102,1
3816,ENSG00000175482,ENSG00000256514,1
3817,ENSG00000256514,ENSG00000175482,1
3818,ENSG00000175482,ENSG00000274251,1
3819,ENSG00000274251,ENSG00000175482,1
3820,ENSG00000256514,ENSG00000274251,1
3821,ENSG00000274251,ENSG00000256514,1
3822,ENSG00000255496,ENSG00000245573,1
3823,ENSG00000245573,ENSG00000255496,1
3824,ENSG00000256280,ENSG00000072518,1
3825,ENSG00000072518,ENSG00000256280,1
3826,ENSG00000213465,ENSG00000278851,1
3827,ENSG00000278851,ENSG00000213465,1
3828,ENSG00000213465,ENSG00000273003,1
3829,ENSG00000273003,ENSG00000213465,1
3830,ENSG00000278851,ENSG00000273003,1
3831,ENSG00000273003,ENSG00000278851,1
3832,ENSG00000254844,ENSG00000255245,1
3833,ENSG00000255245,ENSG00000254844,1
3834,ENSG00000203560,ENSG00000236897,1
3835,ENSG00000236897,ENSG00000203560,1
3836,ENSG00000203560,ENSG00000205494,1
3837,ENSG00000205494,ENSG00000203560,1
3838,ENSG00000203560,ENSG00000290651,1
3839,ENSG00000290651,ENSG00000203560,1
3840,ENSG00000236897,ENSG00000205494,1
3841,ENSG00000205494,ENSG00000236897,1
3842,ENSG00000236897,ENSG00000290651,1
3843,ENSG00000290651,ENSG00000236897,1
3844,ENSG00000205494,ENSG00000290651,1
3845,ENSG00000290651,ENSG00000205494,1
3846,ENSG00000198382,ENSG00000255507,1
3847,ENSG00000255507,ENSG00000198382,1
3848,ENSG00000285705,ENSG00000166326,1
3849,ENSG00000166326,ENSG00000285705,1
3850,ENSG00000197428,ENSG00000180785,1
3851,ENSG00000180785,ENSG00000197428,1
3852,ENSG00000123892,ENSG00000255241,1
3853,ENSG00000255241,ENSG00000123892,1
3854,ENSG00000123892,ENSG00000206690,1
3855,ENSG00000206690,ENSG00000123892,1
3856,ENSG00000255241,ENSG00000206690,1
3857,ENSG00000206690,ENSG00000255241,1
3858,ENSG00000255533,ENSG00000288681,1
3859,ENSG00000288681,ENSG00000255533,1
3860,ENSG00000255533,ENSG00000185201,1
3861,ENSG00000185201,ENSG00000255533,1
3862,ENSG00000288681,ENSG00000185201,1
3863,ENSG00000185201,ENSG00000288681,1
3864,ENSG00000255267,ENSG00000254427,1
3865,ENSG00000254427,ENSG00000255267,1
3866,ENSG00000287412,ENSG00000168004,1
3867,ENSG00000168004,ENSG00000287412,1
3868,ENSG00000110455,ENSG00000151348,1
3869,ENSG00000151348,ENSG00000110455,1
3870,ENSG00000175602,ENSG00000175592,1
3871,ENSG00000175592,ENSG00000175602,1
3872,ENSG00000287897,ENSG00000256972,1
3873,ENSG00000256972,ENSG00000287897,1
3874,ENSG00000117983,ENSG00000215182,1
3875,ENSG00000215182,ENSG00000117983,1
3876,ENSG00000117983,ENSG00000286275,1
3877,ENSG00000286275,ENSG00000117983,1
3878,ENSG00000215182,ENSG00000286275,1
3879,ENSG00000286275,ENSG00000215182,1
3880,ENSG00000137509,ENSG00000165490,1
3881,ENSG00000165490,ENSG00000137509,1
3882,ENSG00000137509,ENSG00000242279,1
3883,ENSG00000242279,ENSG00000137509,1
3884,ENSG00000137509,ENSG00000254698,1
3885,ENSG00000254698,ENSG00000137509,1
3886,ENSG00000137509,ENSG00000137502,1
3887,ENSG00000137502,ENSG00000137509,1
3888,ENSG00000165490,ENSG00000242279,1
3889,ENSG00000242279,ENSG00000165490,1
3890,ENSG00000165490,ENSG00000254698,1
3891,ENSG00000254698,ENSG00000165490,1
3892,ENSG00000165490,ENSG00000137502,1
3893,ENSG00000137502,ENSG00000165490,1
3894,ENSG00000242279,ENSG00000254698,1
3895,ENSG00000254698,ENSG00000242279,1
3896,ENSG00000242279,ENSG00000137502,1
3897,ENSG00000137502,ENSG00000242279,1
3898,ENSG00000254698,ENSG00000137502,1
3899,ENSG00000137502,ENSG00000254698,1
3900,ENSG00000254768,ENSG00000091664,1
3901,ENSG00000091664,ENSG00000254768,1
3902,ENSG00000165912,ENSG00000275208,1
3903,ENSG00000275208,ENSG00000165912,1
3904,ENSG00000165912,ENSG00000149182,1
3905,ENSG00000149182,ENSG00000165912,1
3906,ENSG00000275208,ENSG00000149182,1
3907,ENSG00000149182,ENSG00000275208,1
3908,ENSG00000255287,ENSG00000290774,1
3909,ENSG00000290774,ENSG00000255287,1
3910,ENSG00000255362,ENSG00000085741,1
3911,ENSG00000085741,ENSG00000255362,1
3912,ENSG00000137502,ENSG00000255503,1
3913,ENSG00000255503,ENSG00000137502,1
3914,ENSG00000137502,ENSG00000246067,1
3915,ENSG00000246067,ENSG00000137502,1
3916,ENSG00000255503,ENSG00000246067,1
3917,ENSG00000246067,ENSG00000255503,1
3918,ENSG00000243964,ENSG00000289518,1
3919,ENSG00000289518,ENSG00000243964,1
3920,ENSG00000110344,ENSG00000254873,1
3921,ENSG00000254873,ENSG00000110344,1
3922,ENSG00000252070,ENSG00000222998,1
3923,ENSG00000222998,ENSG00000252070,1
3924,ENSG00000285338,ENSG00000255680,1
3925,ENSG00000255680,ENSG00000285338,1
3926,ENSG00000285338,ENSG00000166340,1
3927,ENSG00000166340,ENSG00000285338,1
3928,ENSG00000255680,ENSG00000166340,1
3929,ENSG00000166340,ENSG00000255680,1
3930,ENSG00000254510,ENSG00000174576,1
3931,ENSG00000174576,ENSG00000254510,1
3932,ENSG00000255129,ENSG00000149292,1
3933,ENSG00000149292,ENSG00000255129,1
3934,ENSG00000148925,ENSG00000287548,1
3935,ENSG00000287548,ENSG00000148925,1
3936,ENSG00000246790,ENSG00000137642,1
3937,ENSG00000137642,ENSG00000246790,1
3938,ENSG00000149260,ENSG00000137474,1
3939,ENSG00000137474,ENSG00000149260,1
3940,ENSG00000199217,ENSG00000245248,1
3941,ENSG00000245248,ENSG00000199217,1
3942,ENSG00000133789,ENSG00000245522,1
3943,ENSG00000245522,ENSG00000133789,1
3944,ENSG00000133789,ENSG00000246273,1
3945,ENSG00000246273,ENSG00000133789,1
3946,ENSG00000245522,ENSG00000246273,1
3947,ENSG00000246273,ENSG00000245522,1
3948,ENSG00000185701,ENSG00000255223,1
3949,ENSG00000255223,ENSG00000185701,1
3950,ENSG00000166311,ENSG00000166313,1
3951,ENSG00000166313,ENSG00000166311,1
3952,ENSG00000149021,ENSG00000255446,1
3953,ENSG00000255446,ENSG00000149021,1
3954,ENSG00000135362,ENSG00000110442,1
3955,ENSG00000110442,ENSG00000135362,1
3956,ENSG00000254829,ENSG00000151364,1
3957,ENSG00000151364,ENSG00000254829,1
3958,ENSG00000254829,ENSG00000259112,1
3959,ENSG00000259112,ENSG00000254829,1
3960,ENSG00000254829,ENSG00000254675,1
3961,ENSG00000254675,ENSG00000254829,1
3962,ENSG00000151364,ENSG00000259112,1
3963,ENSG00000259112,ENSG00000151364,1
3964,ENSG00000151364,ENSG00000254675,1
3965,ENSG00000254675,ENSG00000151364,1
3966,ENSG00000259112,ENSG00000254675,1
3967,ENSG00000254675,ENSG00000259112,1
3968,ENSG00000255959,ENSG00000256813,1
3969,ENSG00000256813,ENSG00000255959,1
3970,ENSG00000255959,ENSG00000110104,1
3971,ENSG00000110104,ENSG00000255959,1
3972,ENSG00000256813,ENSG00000110104,1
3973,ENSG00000110104,ENSG00000256813,1
3974,ENSG00000166037,ENSG00000222578,1
3975,ENSG00000222578,ENSG00000166037,1
3976,ENSG00000286959,ENSG00000278529,1
3977,ENSG00000278529,ENSG00000286959,1
3978,ENSG00000287897,ENSG00000256972,1
3979,ENSG00000256972,ENSG00000287897,1
3980,ENSG00000149308,ENSG00000206967,1
3981,ENSG00000206967,ENSG00000149308,1
3982,ENSG00000149308,ENSG00000149311,1
3983,ENSG00000149311,ENSG00000149308,1
3984,ENSG00000206967,ENSG00000149311,1
3985,ENSG00000149311,ENSG00000206967,1
3986,ENSG00000255081,ENSG00000255255,1
3987,ENSG00000255255,ENSG00000255081,1
3988,ENSG00000263540,ENSG00000252427,1
3989,ENSG00000252427,ENSG00000263540,1
3990,ENSG00000263540,ENSG00000212135,1
3991,ENSG00000212135,ENSG00000263540,1
3992,ENSG00000252427,ENSG00000212135,1
3993,ENSG00000212135,ENSG00000252427,1
3994,ENSG00000288833,ENSG00000110330,1
3995,ENSG00000110330,ENSG00000288833,1
3996,ENSG00000288833,ENSG00000110330,1
3997,ENSG00000110330,ENSG00000288833,1
3998,ENSG00000180720,ENSG00000110492,1
3999,ENSG00000110492,ENSG00000180720,1
4000,ENSG00000180720,ENSG00000149091,1
4001,ENSG00000149091,ENSG00000180720,1
4002,ENSG00000110492,ENSG00000149091,1
4003,ENSG00000149091,ENSG00000110492,1
4004,ENSG00000255075,ENSG00000255088,1
4005,ENSG00000255088,ENSG00000255075,1
4006,ENSG00000137634,ENSG00000095110,1
4007,ENSG00000095110,ENSG00000137634,1
4008,ENSG00000286943,ENSG00000118363,1
4009,ENSG00000118363,ENSG00000286943,1
4010,ENSG00000286943,ENSG00000166435,1
4011,ENSG00000166435,ENSG00000286943,1
4012,ENSG00000118363,ENSG00000166435,1
4013,ENSG00000166435,ENSG00000118363,1
4014,ENSG00000256280,ENSG00000072518,1
4015,ENSG00000072518,ENSG00000256280,1
4016,ENSG00000036672,ENSG00000245248,1
4017,ENSG00000245248,ENSG00000036672,1
4018,ENSG00000172977,ENSG00000172922,1
4019,ENSG00000172922,ENSG00000172977,1
4020,ENSG00000149716,ENSG00000162344,1
4021,ENSG00000162344,ENSG00000149716,1
4022,ENSG00000255071,ENSG00000134339,1
4023,ENSG00000134339,ENSG00000255071,1
4024,ENSG00000255071,ENSG00000200336,1
4025,ENSG00000200336,ENSG00000255071,1
4026,ENSG00000134339,ENSG00000200336,1
4027,ENSG00000200336,ENSG00000134339,1
4028,ENSG00000133789,ENSG00000245522,1
4029,ENSG00000245522,ENSG00000133789,1
4030,ENSG00000133789,ENSG00000246273,1
4031,ENSG00000246273,ENSG00000133789,1
4032,ENSG00000245522,ENSG00000246273,1
4033,ENSG00000246273,ENSG00000245522,1
4034,ENSG00000149308,ENSG00000149311,1
4035,ENSG00000149311,ENSG00000149308,1
4036,ENSG00000228661,ENSG00000229368,1
4037,ENSG00000229368,ENSG00000228661,1
4038,ENSG00000228661,ENSG00000284525,1
4039,ENSG00000284525,ENSG00000228661,1
4040,ENSG00000228661,ENSG00000167323,1
4041,ENSG00000167323,ENSG00000228661,1
4042,ENSG00000229368,ENSG00000284525,1
4043,ENSG00000284525,ENSG00000229368,1
4044,ENSG00000229368,ENSG00000167323,1
4045,ENSG00000167323,ENSG00000229368,1
4046,ENSG00000284525,ENSG00000167323,1
4047,ENSG00000167323,ENSG00000284525,1
4048,ENSG00000248746,ENSG00000250105,1
4049,ENSG00000250105,ENSG00000248746,1
4050,ENSG00000248746,ENSG00000174080,1
4051,ENSG00000174080,ENSG00000248746,1
4052,ENSG00000250105,ENSG00000174080,1
4053,ENSG00000174080,ENSG00000250105,1
4054,ENSG00000186660,ENSG00000255073,1
4055,ENSG00000255073,ENSG00000186660,1
4056,ENSG00000186660,ENSG00000110031,1
4057,ENSG00000110031,ENSG00000186660,1
4058,ENSG00000255073,ENSG00000110031,1
4059,ENSG00000110031,ENSG00000255073,1
4060,ENSG00000278144,ENSG00000278050,1
4061,ENSG00000278050,ENSG00000278144,1
4062,ENSG00000278144,ENSG00000277599,1
4063,ENSG00000277599,ENSG00000278144,1
4064,ENSG00000278144,ENSG00000245532,1
4065,ENSG00000245532,ENSG00000278144,1
4066,ENSG00000278144,ENSG00000290057,1
4067,ENSG00000290057,ENSG00000278144,1
4068,ENSG00000278050,ENSG00000277599,1
4069,ENSG00000277599,ENSG00000278050,1
4070,ENSG00000278050,ENSG00000245532,1
4071,ENSG00000245532,ENSG00000278050,1
4072,ENSG00000278050,ENSG00000290057,1
4073,ENSG00000290057,ENSG00000278050,1
4074,ENSG00000277599,ENSG00000245532,1
4075,ENSG00000245532,ENSG00000277599,1
4076,ENSG00000277599,ENSG00000290057,1
4077,ENSG00000290057,ENSG00000277599,1
4078,ENSG00000245532,ENSG00000290057,1
4079,ENSG00000290057,ENSG00000245532,1
4080,ENSG00000287906,ENSG00000255367,1
4081,ENSG00000255367,ENSG00000287906,1
4082,ENSG00000255496,ENSG00000245573,1
4083,ENSG00000245573,ENSG00000255496,1
4084,ENSG00000185522,ENSG00000254815,1
4085,ENSG00000254815,ENSG00000185522,1
4086,ENSG00000185522,ENSG00000161328,1
4087,ENSG00000161328,ENSG00000185522,1
4088,ENSG00000254815,ENSG00000161328,1
4089,ENSG00000161328,ENSG00000254815,1
4090,ENSG00000256713,ENSG00000167992,1
4091,ENSG00000167992,ENSG00000256713,1
4092,ENSG00000255416,ENSG00000167825,1
4093,ENSG00000167825,ENSG00000255416,1
4094,ENSG00000135482,ENSG00000258317,1
4095,ENSG00000258317,ENSG00000135482,1
4096,ENSG00000205323,ENSG00000123353,1
4097,ENSG00000123353,ENSG00000205323,1
4098,ENSG00000291250,ENSG00000177359,1
4099,ENSG00000177359,ENSG00000291250,1
4100,ENSG00000167550,ENSG00000167548,1
4101,ENSG00000167548,ENSG00000167550,1
4102,ENSG00000233381,ENSG00000139160,1
4103,ENSG00000139160,ENSG00000233381,1
4104,ENSG00000233381,ENSG00000151743,1
4105,ENSG00000151743,ENSG00000233381,1
4106,ENSG00000139160,ENSG00000151743,1
4107,ENSG00000151743,ENSG00000139160,1
4108,ENSG00000110881,ENSG00000066117,1
4109,ENSG00000066117,ENSG00000110881,1
4110,ENSG00000166523,ENSG00000255801,1
4111,ENSG00000255801,ENSG00000166523,1
4112,ENSG00000258131,ENSG00000202368,1
4113,ENSG00000202368,ENSG00000258131,1
4114,ENSG00000075856,ENSG00000136003,1
4115,ENSG00000136003,ENSG00000075856,1
4116,ENSG00000185482,ENSG00000258830,1
4117,ENSG00000258830,ENSG00000185482,1
4118,ENSG00000185482,ENSG00000185633,1
4119,ENSG00000185633,ENSG00000185482,1
4120,ENSG00000258830,ENSG00000185633,1
4121,ENSG00000185633,ENSG00000258830,1
4122,ENSG00000279121,ENSG00000279334,1
4123,ENSG00000279334,ENSG00000279121,1
4124,ENSG00000279121,ENSG00000196498,1
4125,ENSG00000196498,ENSG00000279121,1
4126,ENSG00000279334,ENSG00000196498,1
4127,ENSG00000196498,ENSG00000279334,1
4128,ENSG00000258921,ENSG00000258907,1
4129,ENSG00000258907,ENSG00000258921,1
4130,ENSG00000166523,ENSG00000255801,1
4131,ENSG00000255801,ENSG00000166523,1
4132,ENSG00000256803,ENSG00000197992,1
4133,ENSG00000197992,ENSG00000256803,1
4134,ENSG00000256803,ENSG00000256626,1
4135,ENSG00000256626,ENSG00000256803,1
4136,ENSG00000197992,ENSG00000256626,1
4137,ENSG00000256626,ENSG00000197992,1
4138,ENSG00000257654,ENSG00000111412,1
4139,ENSG00000111412,ENSG00000257654,1
4140,ENSG00000258279,ENSG00000167767,1
4141,ENSG00000167767,ENSG00000258279,1
4142,ENSG00000246705,ENSG00000197837,1
4143,ENSG00000197837,ENSG00000246705,1
4144,ENSG00000246705,ENSG00000289909,1
4145,ENSG00000289909,ENSG00000246705,1
4146,ENSG00000197837,ENSG00000289909,1
4147,ENSG00000289909,ENSG00000197837,1
4148,ENSG00000286520,ENSG00000257859,1
4149,ENSG00000257859,ENSG00000286520,1
4150,ENSG00000111229,ENSG00000111231,1
4151,ENSG00000111231,ENSG00000111229,1
4152,ENSG00000279939,ENSG00000270344,1
4153,ENSG00000270344,ENSG00000279939,1
4154,ENSG00000273987,ENSG00000173401,1
4155,ENSG00000173401,ENSG00000273987,1
4156,ENSG00000166532,ENSG00000256004,1
4157,ENSG00000256004,ENSG00000166532,1
4158,ENSG00000258279,ENSG00000167767,1
4159,ENSG00000167767,ENSG00000258279,1
4160,ENSG00000279840,ENSG00000134291,1
4161,ENSG00000134291,ENSG00000279840,1
4162,ENSG00000279840,ENSG00000139219,1
4163,ENSG00000139219,ENSG00000279840,1
4164,ENSG00000134291,ENSG00000139219,1
4165,ENSG00000139219,ENSG00000134291,1
4166,ENSG00000139370,ENSG00000279500,1
4167,ENSG00000279500,ENSG00000139370,1
4168,ENSG00000252008,ENSG00000265345,1
4169,ENSG00000265345,ENSG00000252008,1
4170,ENSG00000252008,ENSG00000150991,1
4171,ENSG00000150991,ENSG00000252008,1
4172,ENSG00000265345,ENSG00000150991,1
4173,ENSG00000150991,ENSG00000265345,1
4174,ENSG00000050426,ENSG00000110911,1
4175,ENSG00000110911,ENSG00000050426,1
4176,ENSG00000050426,ENSG00000199903,1
4177,ENSG00000199903,ENSG00000050426,1
4178,ENSG00000110911,ENSG00000199903,1
4179,ENSG00000199903,ENSG00000110911,1
4180,ENSG00000139131,ENSG00000286950,1
4181,ENSG00000286950,ENSG00000139131,1
4182,ENSG00000235930,ENSG00000256888,1
4183,ENSG00000256888,ENSG00000235930,1
4184,ENSG00000197757,ENSG00000207571,1
4185,ENSG00000207571,ENSG00000197757,1
4186,ENSG00000197757,ENSG00000273049,1
4187,ENSG00000273049,ENSG00000197757,1
4188,ENSG00000197757,ENSG00000172789,1
4189,ENSG00000172789,ENSG00000197757,1
4190,ENSG00000207571,ENSG00000273049,1
4191,ENSG00000273049,ENSG00000207571,1
4192,ENSG00000207571,ENSG00000172789,1
4193,ENSG00000172789,ENSG00000207571,1
4194,ENSG00000273049,ENSG00000172789,1
4195,ENSG00000172789,ENSG00000273049,1
4196,ENSG00000123268,ENSG00000271490,1
4197,ENSG00000271490,ENSG00000123268,1
4198,ENSG00000166863,ENSG00000166866,1
4199,ENSG00000166866,ENSG00000166863,1
4200,ENSG00000111674,ENSG00000111676,1
4201,ENSG00000111676,ENSG00000111674,1
4202,ENSG00000062485,ENSG00000257740,1
4203,ENSG00000257740,ENSG00000062485,1
4204,ENSG00000062485,ENSG00000257727,1
4205,ENSG00000257727,ENSG00000062485,1
4206,ENSG00000062485,ENSG00000257303,1
4207,ENSG00000257303,ENSG00000062485,1
4208,ENSG00000257740,ENSG00000257727,1
4209,ENSG00000257727,ENSG00000257740,1
4210,ENSG00000257740,ENSG00000257303,1
4211,ENSG00000257303,ENSG00000257740,1
4212,ENSG00000257727,ENSG00000257303,1
4213,ENSG00000257303,ENSG00000257727,1
4214,ENSG00000271142,ENSG00000257526,1
4215,ENSG00000257526,ENSG00000271142,1
4216,ENSG00000025423,ENSG00000198056,1
4217,ENSG00000198056,ENSG00000025423,1
4218,ENSG00000139233,ENSG00000239335,1
4219,ENSG00000239335,ENSG00000139233,1
4220,ENSG00000139233,ENSG00000155957,1
4221,ENSG00000155957,ENSG00000139233,1
4222,ENSG00000239335,ENSG00000155957,1
4223,ENSG00000155957,ENSG00000239335,1
4224,ENSG00000243015,ENSG00000198015,1
4225,ENSG00000198015,ENSG00000243015,1
4226,ENSG00000246985,ENSG00000120833,1
4227,ENSG00000120833,ENSG00000246985,1
4228,ENSG00000135111,ENSG00000199220,1
4229,ENSG00000199220,ENSG00000135111,1
4230,ENSG00000130035,ENSG00000286866,1
4231,ENSG00000286866,ENSG00000130035,1
4232,ENSG00000257808,ENSG00000257790,1
4233,ENSG00000257790,ENSG00000257808,1
4234,ENSG00000257808,ENSG00000139631,1
4235,ENSG00000139631,ENSG00000257808,1
4236,ENSG00000257790,ENSG00000139631,1
4237,ENSG00000139631,ENSG00000257790,1
4238,ENSG00000139131,ENSG00000286950,1
4239,ENSG00000286950,ENSG00000139131,1
4240,ENSG00000235930,ENSG00000256888,1
4241,ENSG00000256888,ENSG00000235930,1
4242,ENSG00000257543,ENSG00000239413,1
4243,ENSG00000239413,ENSG00000257543,1
4244,ENSG00000257543,ENSG00000120805,1
4245,ENSG00000120805,ENSG00000257543,1
4246,ENSG00000257543,ENSG00000222890,1
4247,ENSG00000222890,ENSG00000257543,1
4248,ENSG00000239413,ENSG00000120805,1
4249,ENSG00000120805,ENSG00000239413,1
4250,ENSG00000239413,ENSG00000222890,1
4251,ENSG00000222890,ENSG00000239413,1
4252,ENSG00000120805,ENSG00000222890,1
4253,ENSG00000222890,ENSG00000120805,1
4254,ENSG00000111203,ENSG00000283297,1
4255,ENSG00000283297,ENSG00000111203,1
4256,ENSG00000111203,ENSG00000111206,1
4257,ENSG00000111206,ENSG00000111203,1
4258,ENSG00000283297,ENSG00000111206,1
4259,ENSG00000111206,ENSG00000283297,1
4260,ENSG00000177425,ENSG00000257474,1
4261,ENSG00000257474,ENSG00000177425,1
4262,ENSG00000177425,ENSG00000257956,1
4263,ENSG00000257956,ENSG00000177425,1
4264,ENSG00000257474,ENSG00000257956,1
4265,ENSG00000257956,ENSG00000257474,1
4266,ENSG00000130787,ENSG00000139722,1
4267,ENSG00000139722,ENSG00000130787,1
4268,ENSG00000130787,ENSG00000256152,1
4269,ENSG00000256152,ENSG00000130787,1
4270,ENSG00000130787,ENSG00000280138,1
4271,ENSG00000280138,ENSG00000130787,1
4272,ENSG00000139722,ENSG00000256152,1
4273,ENSG00000256152,ENSG00000139722,1
4274,ENSG00000139722,ENSG00000280138,1
4275,ENSG00000280138,ENSG00000139722,1
4276,ENSG00000256152,ENSG00000280138,1
4277,ENSG00000280138,ENSG00000256152,1
4278,ENSG00000111229,ENSG00000111231,1
4279,ENSG00000111231,ENSG00000111229,1
4280,ENSG00000167272,ENSG00000242137,1
4281,ENSG00000242137,ENSG00000167272,1
4282,ENSG00000167272,ENSG00000022840,1
4283,ENSG00000022840,ENSG00000167272,1
4284,ENSG00000242137,ENSG00000022840,1
4285,ENSG00000022840,ENSG00000242137,1
4286,ENSG00000135482,ENSG00000258317,1
4287,ENSG00000258317,ENSG00000135482,1
4288,ENSG00000139372,ENSG00000120820,1
4289,ENSG00000120820,ENSG00000139372,1
4290,ENSG00000283759,ENSG00000013588,1
4291,ENSG00000013588,ENSG00000283759,1
4292,ENSG00000110955,ENSG00000076108,1
4293,ENSG00000076108,ENSG00000110955,1
4294,ENSG00000090382,ENSG00000257764,1
4295,ENSG00000257764,ENSG00000090382,1
4296,ENSG00000090382,ENSG00000127337,1
4297,ENSG00000127337,ENSG00000090382,1
4298,ENSG00000257764,ENSG00000127337,1
4299,ENSG00000127337,ENSG00000257764,1
4300,ENSG00000258279,ENSG00000167767,1
4301,ENSG00000167767,ENSG00000258279,1
4302,ENSG00000111077,ENSG00000063046,1
4303,ENSG00000063046,ENSG00000111077,1
4304,ENSG00000029153,ENSG00000245311,1
4305,ENSG00000245311,ENSG00000029153,1
4306,ENSG00000029153,ENSG00000288971,1
4307,ENSG00000288971,ENSG00000029153,1
4308,ENSG00000029153,ENSG00000165935,1
4309,ENSG00000165935,ENSG00000029153,1
4310,ENSG00000245311,ENSG00000288971,1
4311,ENSG00000288971,ENSG00000245311,1
4312,ENSG00000245311,ENSG00000165935,1
4313,ENSG00000165935,ENSG00000245311,1
4314,ENSG00000288971,ENSG00000165935,1
4315,ENSG00000165935,ENSG00000288971,1
4316,ENSG00000287132,ENSG00000111596,1
4317,ENSG00000111596,ENSG00000287132,1
4318,ENSG00000287132,ENSG00000257815,1
4319,ENSG00000257815,ENSG00000287132,1
4320,ENSG00000111596,ENSG00000257815,1
4321,ENSG00000257815,ENSG00000111596,1
4322,ENSG00000184574,ENSG00000111642,1
4323,ENSG00000111642,ENSG00000184574,1
4324,ENSG00000233381,ENSG00000139160,1
4325,ENSG00000139160,ENSG00000233381,1
4326,ENSG00000233381,ENSG00000151743,1
4327,ENSG00000151743,ENSG00000233381,1
4328,ENSG00000139160,ENSG00000151743,1
4329,ENSG00000151743,ENSG00000139160,1
4330,ENSG00000167778,ENSG00000278108,1
4331,ENSG00000278108,ENSG00000167778,1
4332,ENSG00000167778,ENSG00000111077,1
4333,ENSG00000111077,ENSG00000167778,1
4334,ENSG00000167778,ENSG00000257337,1
4335,ENSG00000257337,ENSG00000167778,1
4336,ENSG00000278108,ENSG00000111077,1
4337,ENSG00000111077,ENSG00000278108,1
4338,ENSG00000278108,ENSG00000257337,1
4339,ENSG00000257337,ENSG00000278108,1
4340,ENSG00000111077,ENSG00000257337,1
4341,ENSG00000257337,ENSG00000111077,1
4342,ENSG00000250770,ENSG00000291189,1
4343,ENSG00000291189,ENSG00000250770,1
4344,ENSG00000258045,ENSG00000257384,1
4345,ENSG00000257384,ENSG00000258045,1
4346,ENSG00000258045,ENSG00000258056,1
4347,ENSG00000258056,ENSG00000258045,1
4348,ENSG00000257384,ENSG00000258056,1
4349,ENSG00000258056,ENSG00000257384,1
4350,ENSG00000272917,ENSG00000257027,1
4351,ENSG00000257027,ENSG00000272917,1
4352,ENSG00000272917,ENSG00000256594,1
4353,ENSG00000256594,ENSG00000272917,1
4354,ENSG00000272917,ENSG00000284634,1
4355,ENSG00000284634,ENSG00000272917,1
4356,ENSG00000272917,ENSG00000291107,1
4357,ENSG00000291107,ENSG00000272917,1
4358,ENSG00000257027,ENSG00000256594,1
4359,ENSG00000256594,ENSG00000257027,1
4360,ENSG00000257027,ENSG00000284634,1
4361,ENSG00000284634,ENSG00000257027,1
4362,ENSG00000257027,ENSG00000291107,1
4363,ENSG00000291107,ENSG00000257027,1
4364,ENSG00000256594,ENSG00000284634,1
4365,ENSG00000284634,ENSG00000256594,1
4366,ENSG00000256594,ENSG00000291107,1
4367,ENSG00000291107,ENSG00000256594,1
4368,ENSG00000284634,ENSG00000291107,1
4369,ENSG00000291107,ENSG00000284634,1
4370,ENSG00000243075,ENSG00000186452,1
4371,ENSG00000186452,ENSG00000243075,1
4372,ENSG00000243075,ENSG00000271621,1
4373,ENSG00000271621,ENSG00000243075,1
4374,ENSG00000186452,ENSG00000271621,1
4375,ENSG00000271621,ENSG00000186452,1
4376,ENSG00000139370,ENSG00000274695,1
4377,ENSG00000274695,ENSG00000139370,1
4378,ENSG00000201168,ENSG00000258230,1
4379,ENSG00000258230,ENSG00000201168,1
4380,ENSG00000201168,ENSG00000293094,1
4381,ENSG00000293094,ENSG00000201168,1
4382,ENSG00000258230,ENSG00000293094,1
4383,ENSG00000293094,ENSG00000258230,1
4384,ENSG00000257452,ENSG00000089127,1
4385,ENSG00000089127,ENSG00000257452,1
4386,ENSG00000075856,ENSG00000136003,1
4387,ENSG00000136003,ENSG00000075856,1
4388,ENSG00000134294,ENSG00000258096,1
4389,ENSG00000258096,ENSG00000134294,1
4390,ENSG00000111339,ENSG00000256339,1
4391,ENSG00000256339,ENSG00000111339,1
4392,ENSG00000213272,ENSG00000271142,1
4393,ENSG00000271142,ENSG00000213272,1
4394,ENSG00000213272,ENSG00000287030,1
4395,ENSG00000287030,ENSG00000213272,1
4396,ENSG00000213272,ENSG00000257526,1
4397,ENSG00000257526,ENSG00000213272,1
4398,ENSG00000271142,ENSG00000287030,1
4399,ENSG00000287030,ENSG00000271142,1
4400,ENSG00000271142,ENSG00000257526,1
4401,ENSG00000257526,ENSG00000271142,1
4402,ENSG00000287030,ENSG00000257526,1
4403,ENSG00000257526,ENSG00000287030,1
4404,ENSG00000166532,ENSG00000256004,1
4405,ENSG00000256004,ENSG00000166532,1
4406,ENSG00000257456,ENSG00000133687,1
4407,ENSG00000133687,ENSG00000257456,1
4408,ENSG00000123388,ENSG00000180818,1
4409,ENSG00000180818,ENSG00000123388,1
4410,ENSG00000123388,ENSG00000197757,1
4411,ENSG00000197757,ENSG00000123388,1
